title,n_enrolled,Level,subject,language,weeks_duration,price,on_demand,categ_price,comisiones,costos,sales
Android: Introducción a la Programación,85786,Introductory,Computer Science,Español,8-12,50,True,0-50,5.0,428930.0,4289300
The Ancient Greek Hero,51744,Introductory,Humanities,English,>12,99,False,50-100,9.9,512265.60000000003,5122656
Agile Leadership Principles and Practices,31838,Advanced,Engineering,English,1-4,199,True,>150,19.900000000000002,633576.2000000001,6335762
How to Code: Simple Data,98113,Introductory,Computer Science,English,4-8,125,True,100-150,12.5,1226412.5,12264125
Cybersecurity and Privacy in the IoT,21440,Introductory,Computer Science,English,4-8,199,True,>150,19.900000000000002,426656.00000000006,4266560
Strategic Management,71085,Introductory,Business & Management,English,4-8,150,True,100-150,15.0,1066275.0,10662750
Introducción a la ciencia de datos y sus aplicaciones,7303,Introductory,Data Analysis & Statistics,Español,4-8,39,True,0-50,3.9000000000000004,28481.700000000004,284817
"Biochemistry: Biomolecules, Methods, and Mechanisms",18692,Intermediate,Biology & Life Sciences,English,8-12,150,False,100-150,15.0,280380.0,2803800
Astronomía Virtual,10500,Introductory,Science,Español,4-8,29,True,0-50,2.9000000000000004,30450.000000000004,304500
Nutrition and Cancer,27144,Intermediate,Food & Nutrition,English,4-8,99,True,50-100,9.9,268725.60000000003,2687256
Build your very first iOS app,31570,Introductory,Computer Science,English,4-8,149,False,100-150,14.9,470393.0,4703930
Object-Oriented Programming,93633,Introductory,Computer Science,English,1-4,149,True,100-150,14.9,1395131.7,13951317
Introduction to Jenkins,7233,Introductory,Computer Science,English,8-12,199,True,>150,19.900000000000002,143936.7,1439367
Conducting an Informational Interview,15594,Introductory,Language,English,4-8,99,True,50-100,9.9,154380.6,1543806
Liderazgo y comportamiento organizacional,21419,Introductory,Business & Management,Español,1-4,149,True,100-150,14.9,319143.10000000003,3191431
Creative Coding,18660,Introductory,Design,English,>12,249,False,>150,24.900000000000002,464634.00000000006,4646340
Análisis estadístico con Excel,22717,Introductory,Data Analysis & Statistics,Español,1-4,49,True,0-50,4.9,111313.3,1113133
Introducción a la Ingeniería del Software,17931,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,87861.90000000001,878619
Computer Graphics,98553,Intermediate,Computer Science,English,4-8,99,True,50-100,9.9,975674.7000000001,9756747
Data Science: Computational Thinking with Python,78232,Introductory,Computer Science,English,4-8,199,True,>150,19.900000000000002,1556816.8000000003,15568168
Comunicación efectiva para el líder actual,18470,Introductory,Communication,Español,1-4,149,True,100-150,14.9,275203.0,2752030
Debate y argumentación,10954,Introductory,Humanities,Español,1-4,49,True,0-50,4.9,53674.600000000006,536746
Deep Learning with Tensorflow,37564,Intermediate,Data Analysis & Statistics,English,4-8,99,True,50-100,9.9,371883.60000000003,3718836
Machine Learning (aprendizaje automático) con Python: una introducción práctica,39155,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,191859.5,1918595
Essential Human Biology: Cells and Tissues,67961,Introductory,Medicine,English,4-8,169,True,>150,16.900000000000002,1148540.9000000001,11485409
"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",35720,Intermediate,Communication,English,4-8,49,True,0-50,4.9,175028.0,1750280
Computing in Python III: Data Structures,27239,Introductory,Computer Science,English,4-8,99,True,50-100,9.9,269666.10000000003,2696661
Introduction to Internet of Things (IoT),6703,Introductory,Data Analysis & Statistics,English,1-4,49,True,0-50,4.9,32844.700000000004,328447
Nutrition and Health: Food Risks,51493,Introductory,Biology & Life Sciences,English,4-8,49,True,0-50,4.9,252315.7,2523157
Mechanics: Kinematics and Dynamics,35529,Intermediate,Physics,English,8-12,49,True,0-50,4.9,174092.1,1740921
Storytelling for Social Change,30313,Introductory,Communication,English,4-8,49,True,0-50,4.9,148533.7,1485337
Introduction to Data Analytics for Managers,39113,Introductory,Business & Management,English,4-8,49,True,0-50,4.9,191653.7,1916537
Qualitative Research Methods: Conversational Interviewing,21972,Intermediate,Humanities,English,1-4,49,True,0-50,4.9,107662.8,1076628
International Project Management,45145,Advanced,Business & Management,English,8-12,150,True,100-150,15.0,677175.0,6771750
Software Development Fundamentals,51402,Intermediate,Computer Science,English,1-4,149,True,100-150,14.9,765889.8,7658898
"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",17484,Introductory,Humanities,English,1-4,49,True,0-50,4.9,85671.6,856716
Critical Thinking & Problem Solving,6558,Introductory,Communication,English,1-4,199,True,>150,19.900000000000002,130504.20000000001,1305042
Data Analysis Essentials,42262,Introductory,Business & Management,English,4-8,79,True,50-100,7.9,333869.8,3338698
Master Control in Supply Chain Management and Logistics,31326,Introductory,Business & Management,English,4-8,49,True,0-50,4.9,153497.40000000002,1534974
Work and Employment for a Sustainable Future,6528,Intermediate,Economics & Finance,English,4-8,49,True,0-50,4.9,31987.2,319872
Foundations of Data Structures,54075,Intermediate,Computer Science,English,4-8,149,True,100-150,14.9,805717.5,8057175
"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",31024,Intermediate,Economics & Finance,English,4-8,25,True,0-50,2.5,77560.0,775600
IoT System Design: Software and Hardware Integration,13608,Intermediate,Computer Science,English,1-4,99,True,50-100,9.9,134719.2,1347192
English for Doing Business in Asia – Writing,44252,Introductory,Humanities,English,4-8,60,True,50-100,6.0,265512.0,2655120
Working in Teams: A Practical Guide,43981,Introductory,Humanities,English,1-4,49,True,0-50,4.9,215506.90000000002,2155069
Introducción a los encofrados y las cimbras en obra civil y edificación,16029,Introductory,Engineering,Español,1-4,50,True,0-50,5.0,80145.0,801450
AI Chatbots without Programming,35440,Introductory,Computer Science,English,1-4,99,True,50-100,9.9,350856.0,3508560
Introducción a la Ciencia de Datos y el Big Data,16268,Intermediate,Data Analysis & Statistics,Español,1-4,49,True,0-50,4.9,79713.20000000001,797132
Just Money: Banking as if Society Mattered,25553,Introductory,Business & Management,English,>12,49,True,0-50,4.9,125209.70000000001,1252097
Introducción a R,6431,Introductory,Data Analysis & Statistics,Español,1-4,49,True,0-50,4.9,31511.9,315119
Computing in Python IV: Objects & Algorithms,28112,Introductory,Computer Science,English,4-8,99,True,50-100,9.9,278308.8,2783088
Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Introductory,Design,Español,4-8,15,True,0-50,1.5,27919.5,279195
Teaching Critical Thinking through Art with the National Gallery of Art,18595,Introductory,Education & Teacher Training,English,>12,25,True,0-50,2.5,46487.5,464875
Word intermedio: herramientas de formato y productividad,10265,Intermediate,Computer Science,Español,4-8,50,True,0-50,5.0,51325.0,513250
Introducción a las finanzas: Principios de valoración,17344,Intermediate,Economics & Finance,Español,1-4,49,True,0-50,4.9,84985.6,849856
Aprende a diseñar jardines verticales y cuadros vivos,6341,Introductory,Biology & Life Sciences,Español,1-4,29,True,0-50,2.9000000000000004,18388.9,183889
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Introductory,Biology & Life Sciences,English,1-4,49,True,0-50,4.9,180893.30000000002,1808933
Software Engineering: Introduction,35524,Advanced,Computer Science,English,4-8,125,True,100-150,12.5,444050.0,4440500
Structure of Materials,13042,Intermediate,Engineering,English,>12,150,True,100-150,15.0,195630.0,1956300
Fundamentos de fotografía documental,13036,Introductory,Art & Culture,Español,4-8,49,True,0-50,4.9,63876.4,638764
AP® Italian Language and Culture (2020-2021),39398,Advanced,Humanities,Otros,8-12,49,True,0-50,4.9,193050.2,1930502
Computer Hardware and Operating Systems,9715,Introductory,Computer Science,English,4-8,150,True,100-150,15.0,145725.0,1457250
Marketing Management,43415,Advanced,Business & Management,English,4-8,214,False,>150,21.400000000000002,929081.0000000001,9290810
You Can Innovate: User  Innovation & Entrepreneurship,18974,Introductory,Business & Management,English,8-12,49,True,0-50,4.9,92972.6,929726
Analytics in Python,82210,Intermediate,Business & Management,English,8-12,249,False,>150,24.900000000000002,2047029.0000000002,20470290
Bases Matemáticas: Álgebra,35811,Introductory,Math,Español,1-4,50,True,0-50,5.0,179055.0,1790550
HTML5 Apps and Games,86850,Advanced,Computer Science,English,1-4,199,True,>150,19.900000000000002,1728315.0000000002,17283150
MATLAB and Octave for Beginners,68706,Introductory,Computer Science,English,1-4,139,True,100-150,13.9,955013.4,9550134
AP Physics 1,43401,Introductory,Physics,English,>12,49,True,0-50,4.9,212664.90000000002,2126649
The Divine Comedy: Dante's Journey to Freedom,12005,Introductory,Humanities,English,4-8,49,True,0-50,4.9,58824.50000000001,588245
Linux Basics: The Command Line Interface,32726,Introductory,Computer Science,English,4-8,49,True,0-50,4.9,160357.40000000002,1603574
Entrepreneurial Operations: Launching a Startup,23808,Intermediate,Business & Management,English,1-4,149,True,100-150,14.9,354739.2,3547392
Maths Essentials,44642,Introductory,Business & Management,English,4-8,79,True,50-100,7.9,352671.8,3526718
"Marketing Analytics: Products, Distribution and Sales",50588,Intermediate,Computer Science,English,1-4,249,True,>150,24.900000000000002,1259641.2000000002,12596412
Marketing Innovative Products and Services,6293,Introductory,Business & Management,English,1-4,149,True,100-150,14.9,93765.7,937657
Just Reading and Writing in English | 生活英语读写,33303,Introductory,Art & Culture,English,>12,149,True,100-150,14.9,496214.7,4962147
Introduction to Java Programming – Part 1,270376,Introductory,Computer Science,English,4-8,99,True,50-100,9.9,2676722.4,26767224
Comunicación y Redacción Digital,7165,Introductory,Communication,Español,1-4,29,True,0-50,2.9000000000000004,20778.500000000004,207785
Monetary Policy Analysis and Forecasting,6616,Advanced,Economics & Finance,English,4-8,25,True,0-50,2.5,16540.0,165400
Basic Analytical Chemistry,19010,Introductory,Chemistry,English,4-8,49,True,0-50,4.9,93149.0,931490
Identifying Entrepreneurial Opportunities,11922,Introductory,Business & Management,English,1-4,149,True,100-150,14.9,177637.80000000002,1776378
"ChinaX Book Club: Five Authors, Five Books, Five Views of China",5855,Introductory,Literature,English,4-8,139,True,100-150,13.9,81384.5,813845
Astrophysics: Cosmology,83322,Intermediate,Physics,English,8-12,50,True,0-50,5.0,416610.0,4166100
Japanese Culture and Language (I) |日语与日本文化（1）,18489,Introductory,Art & Culture,Otros,8-12,139,True,100-150,13.9,256997.1,2569971
COVID-19 Training for Healthcare Workers,5742,Introductory,Medicine,English,1-4,10,True,0-50,1.0,5742.0,57420
The Rise of Superheroes and Their Impact On Pop Culture,31368,Introductory,Humanities,English,4-8,50,True,0-50,5.0,156840.0,1568400
Introduction to Aeronautical Engineering,99971,Introductory,Engineering,English,4-8,50,True,0-50,5.0,499855.0,4998550
Diseño de Jardines,5683,Introductory,Biology & Life Sciences,Español,1-4,29,True,0-50,2.9000000000000004,16480.7,164807
"Introducción al griego clásico: lengua, nombres y mitología",18849,Introductory,Language,Español,4-8,49,True,0-50,4.9,92360.1,923601
Deep Learning Fundamentals with Keras,32140,Intermediate,Data Analysis & Statistics,English,4-8,99,True,50-100,9.9,318186.0,3181860
Existential Well-being Counseling: A Person-centered Experiential Approach,48439,Introductory,Humanities,English,8-12,49,True,0-50,4.9,237351.1,2373511
Solid Waste Management,7668,Introductory,Environmental Studies,English,4-8,5,True,0-50,0.5,3834.0,38340
Retail Fundamentals,37558,Intermediate,Business & Management,English,1-4,99,True,50-100,9.9,371824.2,3718242
Greatest Unsolved Mysteries of the Universe,93965,Intermediate,Physics,English,8-12,50,True,0-50,5.0,469825.0,4698250
"Money Markets, Foreign Exchange and Time Value of Money",12230,Introductory,Economics & Finance,English,1-4,199,True,>150,19.900000000000002,243377.00000000003,2433770
Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,14627,Introductory,Communication,Español,1-4,49,True,0-50,4.9,71672.3,716723
Designing the User Experience,6416,Introductory,Business & Management,English,1-4,199,True,>150,19.900000000000002,127678.40000000001,1276784
Introduction to Bioconductor,36370,Intermediate,Data Analysis & Statistics,English,1-4,149,True,100-150,14.9,541913.0,5419130
Connected Strategy,10355,Intermediate,Business & Management,English,4-8,199,True,>150,19.900000000000002,206064.50000000003,2060645
Hybrid Vehicles,18294,Advanced,Engineering,English,4-8,249,False,>150,24.900000000000002,455520.60000000003,4555206
First Nights - Handel's Messiah and Baroque Oratorio,18029,Introductory,Humanities,English,1-4,49,True,0-50,4.9,88342.1,883421
Statistical Inference and Modeling for High-throughput Experiments,51590,Intermediate,Data Analysis & Statistics,English,1-4,149,True,100-150,14.9,768691.0,7686910
First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,13300,Introductory,Humanities,English,1-4,49,True,0-50,4.9,65170.00000000001,651700
18th-Century Opera: Handel & Mozart,18331,Introductory,Music,English,4-8,99,True,50-100,9.9,181476.9,1814769
Introduction to video game development with Unity,7605,Intermediate,Computer Science,English,4-8,50,True,0-50,5.0,38025.0,380250
Best Practices for Project Management Success,46610,Intermediate,Business & Management,English,8-12,150,True,100-150,15.0,699150.0,6991500
Fundamentos de la Tecnología Blockchain,5473,Introductory,Economics & Finance,Español,4-8,49,True,0-50,4.9,26817.7,268177
Información financiera y su análisis,5473,Advanced,Economics & Finance,Español,1-4,49,True,0-50,4.9,26817.7,268177
Coaching Skills for Learner-Centred Conversations,8089,Introductory,Education & Teacher Training,English,1-4,49,True,0-50,4.9,39636.100000000006,396361
Intellectual Property Law and Policy: Part 1,43993,Intermediate,Law,English,4-8,169,True,>150,16.900000000000002,743481.7000000001,7434817
Robotics,68199,Advanced,Computer Science,English,8-12,249,False,>150,24.900000000000002,1698155.1,16981551
La gestion des ressources humaines,6824,Introductory,Business & Management,Otros,4-8,99,True,50-100,9.9,67557.6,675576
Writing for Social Justice,9927,Introductory,Humanities,English,1-4,50,True,0-50,5.0,49635.0,496350
Steps in Japanese for Beginners1 Part2,8080,Introductory,Language,English,4-8,99,True,50-100,9.9,79992.0,799920
Case Studies in Functional Genomics,26850,Advanced,Data Analysis & Statistics,English,4-8,149,True,100-150,14.9,400065.0,4000650
Essential Career Skills for Investment Banking and Finance,11655,Introductory,Business & Management,English,1-4,49,True,0-50,4.9,57109.50000000001,571095
Data Structures and Software Design,30609,Intermediate,Computer Science,English,1-4,149,True,100-150,14.9,456074.10000000003,4560741
Unconscious Bias: From Awareness to Action,26659,Introductory,Communication,English,1-4,49,True,0-50,4.9,130629.1,1306291
Cybersecurity for Critical Urban Infrastructure,5306,Advanced,Computer Science,English,1-4,100,True,50-100,10.0,53060.0,530600
"Agile Process, Project, and Program Controls",16339,Advanced,Engineering,English,1-4,199,True,>150,19.900000000000002,325146.10000000003,3251461
Risk Management in Development Projects,13263,Intermediate,Business & Management,English,8-12,25,True,0-50,2.5,33157.5,331575
"Pintura europea: Leonardo, Rembrandt, Goya",32635,Introductory,Humanities,Español,4-8,29,True,0-50,2.9000000000000004,94641.50000000001,946415
Risk & Return,21970,Introductory,Business & Management,English,1-4,225,True,>150,22.5,494325.0,4943250
Project Management of Engineering Projects: Preparing for Success,42834,Intermediate,Business & Management,English,8-12,99,False,50-100,9.9,424056.60000000003,4240566
Supply Chain Dynamics,75464,Advanced,Business & Management,English,>12,299,False,>150,29.900000000000002,2256373.6,22563736
AWS Developer: Building on AWS,54249,Advanced,Computer Science,English,4-8,149,True,100-150,14.9,808310.1,8083101
Financial Accounting Made Fun: Eliminating Your Fears,36787,Introductory,Business & Management,English,1-4,199,True,>150,19.900000000000002,732061.3,7320613
PredictionX: John Snow and the Cholera Epidemic of 1854,17713,Introductory,History,English,1-4,25,True,0-50,2.5,44282.5,442825
Gestión de operaciones,9512,Introductory,Business & Management,Español,4-8,119,True,100-150,11.9,113192.8,1131928
Microeconomics & Business,10962,Introductory,Economics & Finance,English,4-8,79,True,50-100,7.9,86599.8,865998
Inteligencia artificial: Chatbots sin programación,5001,Introductory,Computer Science,Español,1-4,49,True,0-50,4.9,24504.9,245049
Diseño e innovación de modelo de negocios,7180,Advanced,Business & Management,Español,1-4,99,True,50-100,9.9,71082.0,710820
Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),29171,Introductory,Economics & Finance,English,1-4,5,True,0-50,0.5,14585.5,145855
Business Communication,24130,Introductory,Communication,English,1-4,199,True,>150,19.900000000000002,480187.00000000006,4801870
Gestão de riscos em projetos,8771,Intermediate,Business & Management,Otros,8-12,25,True,0-50,2.5,21927.5,219275
Vocal Recording Technology,52369,Introductory,Engineering,English,4-8,49,True,0-50,4.9,256608.1,2566081
Agua 2.0: empresas eficientes para el siglo XXI,24130,Introductory,Business & Management,Español,4-8,25,True,0-50,2.5,60325.0,603250
IoT Sensors and Devices,33072,Introductory,Computer Science,English,4-8,199,True,>150,19.900000000000002,658132.8,6581328
Introducción a las tecnologías para la Educación,31533,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,154511.7,1545117
Fundamentos de la guitarra eléctrica y acústica,13124,Introductory,Music,Español,4-8,49,True,0-50,4.9,64307.600000000006,643076
e-Learning on Digital Agriculture,6238,Introductory,Environmental Studies,English,4-8,5,True,0-50,0.5,3119.0,31190
Exploring GraphQL: A Query Language for APIs,9503,Introductory,Computer Science,English,4-8,149,True,100-150,14.9,141594.7,1415947
EmSAT English Preparation - Level 2,7346,Intermediate,Language,English,4-8,49,True,0-50,4.9,35995.4,359954
The Data Science Method,7868,Introductory,Data Analysis & Statistics,English,4-8,39,True,0-50,3.9000000000000004,30685.200000000004,306852
"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源",21291,Introductory,Humanities,English,>12,49,True,0-50,4.9,104325.90000000001,1043259
"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",12888,Intermediate,Physics,English,1-4,49,True,0-50,4.9,63151.200000000004,631512
Macroeconomic Diagnostics,23408,Intermediate,Economics & Finance,English,4-8,25,True,0-50,2.5,58520.0,585200
BioStatistics,14937,Introductory,Biology & Life Sciences,English,4-8,79,True,50-100,7.9,118002.3,1180023
Results-Based Project Management: Monitoring and Evaluation,32810,Intermediate,Business & Management,English,4-8,199,True,>150,19.900000000000002,652919.0000000001,6529190
Estrategias y estilos de negociación,12639,Introductory,Business & Management,Español,1-4,149,True,100-150,14.9,188321.1,1883211
Políticas efectivas de desarrollo infantil,64387,Intermediate,Social Sciences,Español,8-12,25,True,0-50,2.5,160967.5,1609675
Alzheimer’s Disease & Dementia Care,5763,Intermediate,Medicine,English,4-8,49,True,0-50,4.9,28238.7,282387
Understanding Classroom Interaction,27114,Introductory,Education & Teacher Training,English,4-8,49,True,0-50,4.9,132858.6,1328586
Sign Language Science: Emergence and Evolution of Sign Language,8313,Introductory,Language,English,1-4,99,True,50-100,9.9,82298.7,822987
International Humanitarian Law,31419,Advanced,Law,English,8-12,150,True,100-150,15.0,471285.0,4712850
"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",25111,Introductory,Education & Teacher Training,Español,4-8,49,True,0-50,4.9,123043.90000000001,1230439
Introduction to Astrophysics,20802,Introductory,Physics,English,4-8,139,True,100-150,13.9,289147.8,2891478
Epidemics I,10618,Introductory,Medicine,English,4-8,139,True,100-150,13.9,147590.2,1475902
Introducción a la genética y la evolución,15297,Introductory,Biology & Life Sciences,Español,1-4,49,True,0-50,4.9,74955.3,749553
Fundamentals of Macroeconomics,17820,Introductory,Economics & Finance,English,4-8,129,True,100-150,12.9,229878.0,2298780
"Blockchain and FinTech: Basics, Applications, and Limitations",22011,Introductory,Computer Science,English,4-8,199,True,>150,19.900000000000002,438018.9,4380189
Molecular Biology - Part 2: Transcription and Transposition,18168,Advanced,Biology & Life Sciences,English,4-8,99,True,50-100,9.9,179863.2,1798632
"One Planet, One Ocean",12166,Intermediate,Environmental Studies,English,4-8,49,True,0-50,4.9,59613.4,596134
Reputation Management in a Digital World,39672,Intermediate,Communication,English,4-8,99,True,50-100,9.9,392752.8,3927528
Google Ads: publicidad efectiva,12084,Introductory,Business & Management,Español,4-8,49,True,0-50,4.9,59211.600000000006,592116
Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,14673,Intermediate,Engineering,Español,1-4,50,True,0-50,5.0,73365.0,733650
Computer Vision Fundamentals with Watson and OpenCV,7032,Introductory,Computer Science,English,>12,99,True,50-100,9.9,69616.8,696168
Japanese Business Management,14852,Intermediate,Business & Management,English,1-4,129,True,100-150,12.9,191590.80000000002,1915908
Introduction to Cloud Computing,24130,Introductory,Computer Science,English,4-8,49,True,0-50,4.9,118237.00000000001,1182370
Fundamentos de logística,7397,Introductory,Engineering,Español,4-8,29,True,0-50,2.9000000000000004,21451.300000000003,214513
Sustainable Urban Development,45760,Introductory,Social Sciences,English,4-8,50,True,0-50,5.0,228800.0,2288000
Introduction to Biomedical Imaging,56485,Introductory,Medicine,English,8-12,99,True,50-100,9.9,559201.5,5592015
Introducción a la programación en Java: empezando a programar,23321,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,114272.90000000001,1142729
"Circuits and Electronics 2: Amplification, Speed, and Delay",9665,Intermediate,Electronics,English,4-8,169,True,>150,16.900000000000002,163338.50000000003,1633385
China’s Political and Intellectual Foundations: From Sage Kings to Confucius,47083,Introductory,History,English,>12,139,True,100-150,13.9,654453.7000000001,6544537
Introduction to DevOps and Site Reliability Engineering,8697,Introductory,Computer Science,English,8-12,149,True,100-150,14.9,129585.3,1295853
SQL aplicado en la  ciencia de datos,24130,Introductory,Data Analysis & Statistics,Español,1-4,39,True,0-50,3.9000000000000004,94107.00000000001,941070
Sign Language Science: Factors Contributing to Nature Structure,24130,Introductory,Language,English,1-4,99,True,50-100,9.9,238887.0,2388870
Gender and Intersectionality,24130,Introductory,Humanities,English,4-8,50,True,0-50,5.0,120650.0,1206500
Digital Transformation in Business,10118,Advanced,Business & Management,English,4-8,214,True,>150,21.400000000000002,216525.2,2165252
Designing and Creating Trousers,7544,Introductory,Design,English,4-8,99,True,50-100,9.9,74685.6,746856
Introducción a la teoría política: conceptos y grandes pensadores,11741,Introductory,Social Sciences,Español,4-8,59,True,50-100,5.9,69271.90000000001,692719
"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion",11426,Intermediate,Social Sciences,English,8-12,49,True,0-50,4.9,55987.4,559874
Industry 4.0: How to Revolutionize your Business,28404,Introductory,Business & Management,English,4-8,50,True,0-50,5.0,142020.0,1420200
Desafíos y oportunidades en la economía digital,47792,Introductory,Economics & Finance,Español,8-12,25,True,0-50,2.5,119480.0,1194800
Pensamiento crítico: toma de decisiones razonadas,16853,Introductory,Business & Management,Español,1-4,149,True,100-150,14.9,251109.7,2511097
"MathTrackX: Polynomials, Functions and Graphs",24130,Introductory,Math,English,1-4,79,True,50-100,7.9,190627.0,1906270
Sustainable Food Security: Crop Production,35367,Intermediate,Biology & Life Sciences,English,4-8,49,True,0-50,4.9,173298.30000000002,1732983
Network and Security Foundations,7301,Introductory,Computer Science,English,4-8,299,True,>150,29.900000000000002,218299.90000000002,2182999
Cannabis Cultivation and Processing,7419,Introductory,Environmental Studies,English,1-4,179,True,>150,17.900000000000002,132800.1,1328001
"Data, Models and Decisions in Business Analytics",36289,Advanced,Business & Management,English,8-12,249,False,>150,24.900000000000002,903596.1000000001,9035961
Data Structures Fundamentals,42381,Intermediate,Computer Science,English,4-8,99,True,50-100,9.9,419571.9,4195719
Shaping Work of the Future,22246,Introductory,Business & Management,English,4-8,49,True,0-50,4.9,109005.40000000001,1090054
Introducción a la robótica e industria 4.0,7056,Introductory,Computer Science,Español,1-4,49,True,0-50,4.9,34574.4,345744
Fighting for Equality: 1950–2018,9274,Intermediate,History,English,8-12,50,True,0-50,5.0,46370.0,463700
"Design Thinking: Ideation, Iteration and Communication",14629,Intermediate,Business & Management,English,4-8,299,True,>150,29.900000000000002,437407.10000000003,4374071
Negotiation Strategies and Styles,24130,Intermediate,Business & Management,English,1-4,149,True,100-150,14.9,359537.0,3595370
Crear música con tecnología,10961,Introductory,Music,Español,4-8,49,True,0-50,4.9,53708.9,537089
Análisis de datos: Diseño y Visualización de Tableros,18368,Intermediate,Computer Science,Español,4-8,49,True,0-50,4.9,90003.20000000001,900032
Comunicación estratégica: gestión de crisis e imagen pública,7017,Introductory,Communication,Español,1-4,49,True,0-50,4.9,34383.3,343833
"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",14052,Intermediate,Business & Management,English,1-4,199,True,>150,19.900000000000002,279634.80000000005,2796348
Unlocking Information Security: Part II,6426,Intermediate,Computer Science,English,4-8,149,True,100-150,14.9,95747.40000000001,957474
Human Rights Defenders,27338,Introductory,Social Sciences,English,1-4,49,True,0-50,4.9,133956.2,1339562
Product Design: The Delft Design Approach,87539,Intermediate,Business & Management,English,4-8,79,True,50-100,7.9,691558.1,6915581
Introduction to Psychology | 心理学概论,30731,Introductory,Philosophy & Ethics,Otros,>12,139,True,100-150,13.9,427160.9,4271609
Circuits and Electronics 3: Applications,9347,Intermediate,Electronics,English,4-8,169,True,>150,16.900000000000002,157964.30000000002,1579643
Vaccines: from smallpox to technologies of the future,6166,Intermediate,Medicine,English,4-8,49,True,0-50,4.9,30213.4,302134
Le management,6273,Introductory,Business & Management,Otros,4-8,149,True,100-150,14.9,93467.7,934677
Circular Economy for a Sustainable Built Environment,8032,Intermediate,Architecture,English,4-8,50,True,0-50,5.0,40160.0,401600
Agile Innovation and Problem Solving Skills,12667,Advanced,Engineering,English,1-4,199,True,>150,19.900000000000002,252073.30000000002,2520733
International Investment Law,23335,Advanced,Law,English,8-12,150,False,100-150,15.0,350025.0,3500250
Animation and CGI Motion,36827,Advanced,Computer Science,English,8-12,249,False,>150,24.900000000000002,916992.3,9169923
Terrorism and Counterterrorism,28580,Introductory,Humanities,English,4-8,49,True,0-50,4.9,140042.0,1400420
Découvrir le marketing,30030,Intermediate,Business & Management,Otros,8-12,150,False,100-150,15.0,450450.0,4504500
Solar Energy: Photovoltaic (PV) Energy Conversion,38041,Advanced,Engineering,English,8-12,250,False,>150,25.0,951025.0,9510250
Introduction to Actuarial Science,52667,Introductory,Data Analysis & Statistics,English,4-8,49,True,0-50,4.9,258068.30000000002,2580683
PredictionX: Lost Without Longitude,9114,Introductory,History,English,1-4,49,True,0-50,4.9,44658.600000000006,446586
Information Technology Foundations,6388,Introductory,Computer Science,English,4-8,399,True,>150,39.900000000000006,254881.20000000004,2548812
Introducción a la Inteligencia Artificial de Watson,24130,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,118237.00000000001,1182370
Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,16013,Intermediate,Business & Management,English,4-8,125,True,100-150,12.5,200162.5,2001625
Instructional Design and Technology: Learning Theories,21296,Intermediate,Education & Teacher Training,English,4-8,299,False,>150,29.900000000000002,636750.4,6367504
"Algorithms: Design and Analysis, Part 2",24130,Intermediate,Computer Science,English,4-8,149,True,100-150,14.9,359537.0,3595370
The Math of Data Science: Linear Algebra,6746,Intermediate,Math,English,4-8,159,True,>150,15.9,107261.40000000001,1072614
Introducción al quirófano,24130,Intermediate,Medicine,Español,4-8,49,True,0-50,4.9,118237.00000000001,1182370
The Hardware of a Quantum Computer,20052,Intermediate,Physics,English,4-8,79,True,50-100,7.9,158410.80000000002,1584108
Grabar y mezclar música,10856,Introductory,Music,Español,1-4,49,True,0-50,4.9,53194.4,531944
Leadership focused on Human Flourishing,24130,Intermediate,Business & Management,English,1-4,149,True,100-150,14.9,359537.0,3595370
Automata Theory,24130,Advanced,Computer Science,English,4-8,129,True,100-150,12.9,311277.0,3112770
¡Conceptos básicos de Python para Data Science!,24130,Introductory,Data Analysis & Statistics,Español,4-8,49,True,0-50,4.9,118237.00000000001,1182370
Herramientas para el Análisis de Big Data,8118,Intermediate,Data Analysis & Statistics,Español,1-4,49,True,0-50,4.9,39778.200000000004,397782
Foundations of Central Bank Law,6169,Intermediate,Law,English,4-8,25,True,0-50,2.5,15422.5,154225
C Programming: Modular Programming and Memory Management,18690,Introductory,Computer Science,English,4-8,49,True,0-50,4.9,91581.0,915810
